timestamp,protocol,source_ip,destination_ip,source_port,destination_port,isTor,isVPN,isNormal
2026-06-18 06:21:13.588179,UDP,192.168.1.1,192.168.1.9,53,56867,0.641760,0.081716,0.276524
2026-06-18 06:25:08.273136,UDP,192.168.1.1,192.168.1.9,53,56928,0.567967,0.104360,0.327673
2026-06-18 06:20:08.118321,UDP,192.168.1.1,192.168.1.9,53,56947,0.641845,0.058327,0.299828
2026-06-18 06:53:52.316262,UDP,192.168.1.1,192.168.1.9,53,57063,0.594042,0.083665,0.322293
2026-06-18 06:53:46.880318,UDP,192.168.1.1,192.168.1.9,53,57088,0.544853,0.100173,0.354974
2026-06-18 06:50:22.895255,UDP,192.168.1.1,192.168.1.9,53,57282,0.456484,0.137149,0.406367
2026-06-18 06:20:24.724009,UDP,192.168.1.1,192.168.1.9,53,57412,0.608676,0.095816,0.295508
2026-06-18 06:42:55.735801,UDP,192.168.1.1,192.168.1.9,53,57657,0.570559,0.093320,0.336121
2026-06-18 06:52:18.315751,UDP,192.168.1.1,192.168.1.9,53,57761,0.558672,0.200330,0.240998
2026-06-18 07:04:52.563207,UDP,192.168.1.1,192.168.1.9,53,57790,0.499631,0.061482,0.438888
2026-06-18 06:52:18.315734,UDP,192.168.1.1,192.168.1.9,53,57825,0.544529,0.400447,0.055024
2026-06-18 06:53:52.316555,UDP,192.168.1.1,192.168.1.9,53,57830,0.628072,0.093180,0.278747
2026-06-18 06:54:57.749579,UDP,192.168.1.1,192.168.1.9,53,57852,0.572295,0.119370,0.308335
2026-06-18 06:52:18.315748,UDP,192.168.1.1,192.168.1.9,53,57944,0.598385,0.059678,0.341937
2026-06-18 06:25:08.272885,UDP,192.168.1.1,192.168.1.9,53,58066,0.561776,0.094764,0.343461
2026-06-18 06:20:11.777647,UDP,192.168.1.1,192.168.1.9,53,58119,0.596621,0.096718,0.306661
2026-06-18 06:21:27.924698,UDP,192.168.1.1,192.168.1.9,53,58490,0.561614,0.082436,0.355950
2026-06-18 06:21:27.925107,UDP,192.168.1.1,192.168.1.9,53,58711,0.584176,0.111760,0.304064
2026-06-18 06:23:16.699110,UDP,192.168.1.1,192.168.1.9,53,58734,0.538969,0.087305,0.373725
2026-06-18 06:20:11.769595,UDP,192.168.1.1,192.168.1.9,53,58742,0.409930,0.058223,0.531847
2026-06-18 07:04:52.563212,UDP,192.168.1.1,192.168.1.9,53,58824,0.682980,0.077391,0.239629
2026-06-18 06:23:17.842022,UDP,192.168.1.1,192.168.1.9,53,58871,0.485900,0.146288,0.367811
2026-06-18 06:54:57.750144,UDP,192.168.1.1,192.168.1.9,53,58883,0.669674,0.063842,0.266484
2026-06-18 07:04:52.563197,UDP,192.168.1.1,192.168.1.9,53,58963,0.567805,0.379659,0.052536
2026-06-18 07:08:45.616321,UDP,192.168.1.1,192.168.1.9,53,59089,0.547714,0.072637,0.379649
2026-06-18 06:50:05.337951,UDP,192.168.1.1,192.168.1.9,53,59190,0.598032,0.058343,0.343625
2026-06-18 06:53:43.204203,UDP,192.168.1.1,192.168.1.9,53,59473,0.645342,0.073195,0.281463
2026-06-18 06:52:18.550357,UDP,192.168.1.1,192.168.1.9,53,59488,0.612379,0.076377,0.311244
2026-06-18 06:54:57.471230,UDP,192.168.1.1,192.168.1.9,53,59516,0.633186,0.084560,0.282254
2026-06-18 06:20:25.031656,UDP,192.168.1.1,192.168.1.9,53,59523,0.382390,0.065232,0.552378
2026-06-18 07:04:52.563195,UDP,192.168.1.1,192.168.1.9,53,59569,0.350387,0.276060,0.373552
2026-06-18 06:20:12.649882,UDP,192.168.1.1,192.168.1.9,53,59616,0.494612,0.054199,0.451189
2026-06-18 06:20:24.734086,UDP,192.168.1.1,192.168.1.9,53,59845,0.480887,0.115445,0.403668
2026-06-18 06:20:25.031229,UDP,192.168.1.1,192.168.1.9,53,60122,0.368676,0.076652,0.554671
2026-06-18 07:04:52.563210,UDP,192.168.1.1,192.168.1.9,53,60410,0.527509,0.150971,0.321521
2026-06-18 06:23:09.765712,UDP,192.168.1.1,192.168.1.9,53,60448,0.500867,0.135977,0.363156
2026-06-18 06:21:13.600272,UDP,192.168.1.1,192.168.1.9,53,60498,0.630833,0.076106,0.293061
2026-06-18 06:50:05.338360,UDP,192.168.1.1,192.168.1.9,53,60693,0.554029,0.073890,0.372081
2026-06-18 06:53:46.120711,UDP,192.168.1.1,192.168.1.9,53,60718,0.346580,0.130901,0.522518
2026-06-18 06:52:18.315738,UDP,192.168.1.1,192.168.1.9,53,60762,0.832981,0.111380,0.055639
2026-06-18 06:54:18.160550,UDP,192.168.1.1,192.168.1.9,53,60961,0.704017,0.066652,0.229331
2026-06-18 06:53:46.120938,UDP,192.168.1.1,192.168.1.9,53,61045,0.474560,0.134106,0.391333
2026-06-18 06:52:18.535922,UDP,192.168.1.1,192.168.1.9,53,61110,0.657423,0.063496,0.279081
2026-06-18 06:52:18.860214,UDP,192.168.1.1,192.168.1.9,53,61153,0.707048,0.054701,0.238251
2026-06-18 06:27:57.579511,UDP,192.168.1.1,192.168.1.9,53,61193,0.423476,0.079148,0.497376
2026-06-18 06:53:43.203684,UDP,192.168.1.1,192.168.1.9,53,61362,0.460900,0.093279,0.445822
2026-06-18 06:52:18.315740,UDP,192.168.1.1,192.168.1.9,53,61375,0.850743,0.094699,0.054558
2026-06-18 06:20:40.438525,UDP,192.168.1.1,192.168.1.9,53,61642,0.441446,0.090916,0.467637
2026-06-18 06:20:09.061807,UDP,192.168.1.1,192.168.1.9,53,61734,0.482354,0.104106,0.413540
2026-06-18 06:22:58.791050,UDP,192.168.1.1,192.168.1.9,53,61916,0.514692,0.128743,0.356565
2026-06-18 06:23:17.831597,UDP,192.168.1.1,192.168.1.9,53,62086,0.325292,0.064112,0.610596
2026-06-18 06:52:18.550666,UDP,192.168.1.1,192.168.1.9,53,62170,0.729144,0.037683,0.233172
2026-06-18 06:20:08.129632,UDP,192.168.1.1,192.168.1.9,53,62202,0.623490,0.054264,0.322246
2026-06-18 06:21:13.587752,UDP,192.168.1.1,192.168.1.9,53,62221,0.646360,0.067748,0.285892
2026-06-18 06:54:57.746822,UDP,192.168.1.1,192.168.1.9,53,62451,0.446357,0.120299,0.433344
2026-06-18 06:21:08.256727,UDP,192.168.1.1,192.168.1.9,53,62512,0.549137,0.120582,0.330280
2026-06-18 06:52:18.315753,UDP,192.168.1.1,192.168.1.9,53,62625,0.500049,0.192211,0.307740
2026-06-18 06:20:07.726302,UDP,192.168.1.1,192.168.1.9,53,62675,0.627123,0.094355,0.278522
2026-06-18 06:52:18.535103,UDP,192.168.1.1,192.168.1.9,53,62865,0.580115,0.129993,0.289892
2026-06-18 06:42:09.891797,UDP,192.168.1.1,192.168.1.9,53,62873,0.468674,0.117210,0.414116
2026-06-18 06:21:13.755386,UDP,192.168.1.1,192.168.1.9,53,62877,0.542599,0.080655,0.376746
2026-06-18 06:52:18.315747,UDP,192.168.1.1,192.168.1.9,53,63010,0.482779,0.130533,0.386688
2026-06-18 06:53:42.882110,UDP,192.168.1.1,192.168.1.9,53,63296,0.509985,0.086368,0.403647
2026-06-18 07:04:52.563242,UDP,192.168.1.1,192.168.1.9,53,63433,0.571720,0.163593,0.264687
2026-06-18 06:52:18.315730,UDP,192.168.1.1,192.168.1.9,53,63444,0.441977,0.204663,0.353360
2026-06-18 06:50:23.843755,UDP,192.168.1.1,192.168.1.9,53,63455,0.376695,0.192960,0.430344
2026-06-18 06:50:22.917082,UDP,192.168.1.1,192.168.1.9,53,63573,0.523690,0.105899,0.370411
2026-06-18 06:52:18.315744,UDP,192.168.1.1,192.168.1.9,53,63604,0.574944,0.066867,0.358189
2026-06-18 06:22:58.790779,UDP,192.168.1.1,192.168.1.9,53,63711,0.545720,0.094998,0.359282
2026-06-18 07:04:52.563207,UDP,192.168.1.1,192.168.1.9,53,63944,0.696253,0.048510,0.255237
2026-06-18 06:22:56.222156,UDP,192.168.1.1,192.168.1.9,53,63997,0.564027,0.061119,0.374854
2026-06-18 06:22:56.233142,UDP,192.168.1.1,192.168.1.9,53,64174,0.609379,0.080793,0.309829
2026-06-18 06:42:55.736248,UDP,192.168.1.1,192.168.1.9,53,64179,0.611595,0.072633,0.315772
2026-06-18 06:23:17.831764,UDP,192.168.1.1,192.168.1.9,53,64442,0.318365,0.077721,0.603913
2026-06-18 06:21:13.755906,UDP,192.168.1.1,192.168.1.9,53,64583,0.621064,0.077894,0.301041
2026-06-18 06:21:08.256376,UDP,192.168.1.1,192.168.1.9,53,64627,0.548634,0.092147,0.359219
2026-06-18 06:42:09.891118,UDP,192.168.1.1,192.168.1.9,53,64659,0.525711,0.117263,0.357026
2026-06-18 06:20:25.063276,UDP,192.168.1.1,192.168.1.9,53,64718,0.421469,0.139318,0.439213
2026-06-18 06:20:25.071600,UDP,192.168.1.1,192.168.1.9,53,64743,0.681791,0.040799,0.277411
2026-06-18 06:21:13.544182,UDP,192.168.1.1,192.168.1.9,53,64809,0.493072,0.136699,0.370228
2026-06-18 06:53:36.695777,UDP,192.168.1.1,192.168.1.9,53,64871,0.554804,0.110783,0.334413
2026-06-18 06:20:09.062274,UDP,192.168.1.1,192.168.1.9,53,64913,0.508277,0.105254,0.386469
2026-06-18 06:52:18.315736,UDP,192.168.1.1,192.168.1.9,53,64998,0.779487,0.126990,0.093523
2026-06-18 06:20:07.738502,UDP,192.168.1.1,192.168.1.9,53,65090,0.676699,0.046283,0.277018
2026-06-18 06:20:11.867782,UDP,192.168.1.1,192.168.1.9,53,65183,0.668001,0.071350,0.260650
2026-06-18 07:12:55.711747,UDP,192.168.1.1,192.168.1.9,53,65193,0.604555,0.089585,0.305860
2026-06-18 06:20:12.649362,UDP,192.168.1.1,192.168.1.9,53,65402,0.537799,0.061119,0.401082
2026-06-18 06:52:18.413110,UDP,192.168.1.1,192.168.1.9,67,68,0.742801,0.020857,0.236341
2026-06-18 06:40:21.983282,UDP,192.168.1.255,192.168.1.9,137,137,0.412665,0.221365,0.365970
2026-06-18 07:07:34.914384,UDP,192.168.1.2,224.0.0.251,5353,5353,0.865343,0.091276,0.043381
2026-06-18 06:43:31.487129,UDP,192.168.1.3,239.255.255.250,38112,1900,0.428378,0.061729,0.509892
2026-06-18 06:48:31.418548,UDP,192.168.1.3,239.255.255.250,38529,1900,0.413416,0.056118,0.530466
2026-06-18 06:42:20.320176,UDP,192.168.1.3,239.255.255.250,40461,1900,0.396088,0.049570,0.554342
2026-06-18 06:42:20.321278,UDP,192.168.1.3,239.255.255.250,41734,1900,0.408745,0.056151,0.535104
2026-06-18 06:42:21.392785,UDP,192.168.1.3,239.255.255.250,41785,1900,0.410706,0.053875,0.535420
2026-06-18 06:47:31.513013,UDP,192.168.1.3,239.255.255.250,43321,1900,0.427263,0.049024,0.523713
2026-06-18 06:45:31.499778,UDP,192.168.1.3,239.255.255.250,43770,1900,0.480437,0.050123,0.469440
2026-06-18 06:44:31.492100,UDP,192.168.1.3,239.255.255.250,44160,1900,0.422137,0.052383,0.525480
2026-06-18 06:42:31.477715,UDP,192.168.1.3,239.255.255.250,45445,1900,0.422606,0.059485,0.517909
2026-06-18 06:46:31.505814,UDP,192.168.1.3,239.255.255.250,45836,1900,0.424584,0.050149,0.525267
2026-06-18 06:49:31.433447,UDP,192.168.1.3,239.255.255.250,46936,1900,0.462583,0.053296,0.484121
2026-06-18 06:50:31.438794,UDP,192.168.1.3,239.255.255.250,48725,1900,0.466784,0.050923,0.482293
2026-06-18 06:42:22.057317,UDP,192.168.1.3,224.0.0.251,5353,5353,0.842752,0.107880,0.049368
2026-06-18 06:20:08.356627,UDP,192.168.1.4,224.0.0.251,5353,5353,0.925690,0.054330,0.019980
2026-06-18 06:52:18.315790,UDP,192.168.1.5,192.168.1.9,5353,5353,0.927201,0.033537,0.039262
2026-06-18 06:27:12.792521,UDP,192.168.1.5,224.0.0.251,5353,5353,0.909688,0.049491,0.040821
2026-06-18 07:17:05.138782,UDP,192.168.1.6,255.255.255.255,50782,1716,0.409890,0.066814,0.523296
2026-06-18 06:20:10.558973,UDP,192.168.1.6,224.0.0.251,5353,5353,0.922534,0.048405,0.029060
2026-06-18 07:15:16.900004,UDP,192.168.1.6,255.255.255.255,58256,1716,0.381442,0.057805,0.560753
2026-06-18 06:19:33.942021,UDP,192.168.1.8,239.255.255.250,49838,3702,0.870458,0.065120,0.064421
2026-06-18 06:21:04.560472,UDP,192.168.1.8,224.0.0.251,5353,5353,0.795937,0.124749,0.079314
2026-06-18 06:29:02.570292,UDP,192.168.1.8,239.255.255.250,54001,3702,0.876739,0.066331,0.056930
2026-06-18 06:59:02.813332,UDP,192.168.1.8,239.255.255.250,54821,3702,0.893477,0.061857,0.044667
2026-06-18 07:09:02.801856,UDP,192.168.1.8,239.255.255.250,60583,3702,0.927961,0.034983,0.037056
2026-06-18 06:39:02.805725,UDP,192.168.1.8,239.255.255.250,62209,3702,0.884357,0.063461,0.052183
2026-06-18 06:49:02.794796,UDP,192.168.1.8,239.255.255.250,62328,3702,0.868301,0.073853,0.057846
2026-06-18 06:23:11.235553,UDP,192.168.1.9,216.239.36.223,49443,443,0.892892,0.061303,0.045805
2026-06-18 06:53:46.154007,UDP,192.168.1.9,216.239.34.223,50204,443,0.886725,0.077748,0.035527
2026-06-18 06:20:08.932014,UDP,192.168.1.9,23.46.207.43,50391,443,0.847591,0.062211,0.090198
2026-06-18 06:20:45.709907,UDP,192.168.1.9,192.178.158.100,50783,443,0.889991,0.078705,0.031304
2026-06-18 06:20:43.962375,UDP,192.168.1.9,192.178.158.100,51633,443,0.880398,0.088523,0.031079
2026-06-18 06:20:50.027495,UDP,192.168.1.9,192.178.158.100,51781,443,0.903944,0.044354,0.051702
2026-06-18 06:23:10.329078,UDP,192.168.1.9,216.239.36.223,51805,443,0.889594,0.052853,0.057553
2026-06-18 06:20:08.763511,UDP,192.168.1.9,23.46.207.43,52321,443,0.857508,0.069303,0.073190
2026-06-18 06:20:50.680108,UDP,192.168.1.9,192.178.158.100,52812,443,0.940910,0.036095,0.022994
2026-06-18 06:53:46.424159,UDP,192.168.1.9,216.239.38.223,52827,443,0.898751,0.061959,0.039290
2026-06-18 06:20:49.303043,UDP,192.168.1.9,192.178.158.100,52932,443,0.912513,0.054711,0.032776
2026-06-18 06:20:08.172130,UDP,192.168.1.9,224.0.0.251,5353,5353,0.859286,0.055712,0.085003
2026-06-18 06:23:09.785584,UDP,192.168.1.9,216.239.36.223,54033,443,0.904134,0.047454,0.048412
2026-06-18 06:20:51.780356,UDP,192.168.1.9,192.178.158.100,54308,443,0.905639,0.045712,0.048649
2026-06-18 06:20:45.163867,UDP,192.168.1.9,192.178.158.100,55100,443,0.884088,0.055042,0.060870
2026-06-18 06:20:53.090233,UDP,192.168.1.9,192.178.158.100,55829,443,0.861537,0.091673,0.046790
2026-06-18 06:20:42.799960,UDP,192.168.1.9,192.178.158.100,56118,443,0.914994,0.049247,0.035759
2026-06-18 06:53:46.779368,UDP,192.168.1.9,216.239.34.223,57068,443,0.882604,0.066572,0.050824
2026-06-18 06:23:10.679281,UDP,192.168.1.9,216.239.36.223,57681,443,0.889446,0.049134,0.061420
2026-06-18 06:50:22.921977,UDP,192.168.1.9,23.46.207.43,57702,443,0.870940,0.047579,0.081481
2026-06-18 06:20:43.142215,UDP,192.168.1.9,192.178.158.102,57737,443,0.867904,0.045670,0.086426
2026-06-18 06:20:52.283005,UDP,192.168.1.9,192.178.158.100,57759,443,0.886744,0.053873,0.059383
2026-06-18 06:20:44.502824,UDP,192.168.1.9,192.178.158.100,58001,443,0.889149,0.060757,0.050094
2026-06-18 06:20:48.650944,UDP,192.168.1.9,192.178.158.100,59503,443,0.899068,0.044151,0.056781
2026-06-18 06:20:47.153163,UDP,192.168.1.9,192.178.158.100,61742,443,0.908648,0.047712,0.043641
2026-06-18 06:20:51.194421,UDP,192.168.1.9,192.178.158.100,61796,443,0.894032,0.044418,0.061550
2026-06-18 06:20:46.358901,UDP,192.168.1.9,192.178.158.100,62088,443,0.863963,0.087056,0.048981
2026-06-18 06:20:41.857700,UDP,192.168.1.9,192.178.158.100,62461,443,0.857639,0.080972,0.061389
2026-06-18 06:53:47.199935,UDP,192.168.1.9,216.239.38.223,62907,443,0.885728,0.058400,0.055872
2026-06-18 06:53:48.441679,UDP,192.168.1.9,216.239.32.223,63061,443,0.902710,0.072270,0.025020
